tipo_ingreso,linea,modalidad,plan,region,plantel,programa,tier,promedio_min,promedio_max,porcentaje_beca,notas
Cualquier ingreso,licenciatura,ejecutiva,11,General,Cd. Mante,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Cd. Mante,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Culiacán,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Culiacán,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Culiacán,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Culiacán,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Culiacán,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Culiacán,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Ensenada,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Ensenada,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Ensenada,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Ensenada,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Ensenada,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Ensenada,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Mexicali,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Mexicali,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Mexicali,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Mexicali,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Mexicali,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Mexicali,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Saltillo,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Saltillo,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Saltillo,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Saltillo,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Saltillo,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Saltillo,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Altamira,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Altamira,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Altamira,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Altamira,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Altamira,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Altamira,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Veracruz,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Veracruz,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Veracruz,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Veracruz,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Veracruz,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Veracruz,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Tijuana,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Tijuana,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Tijuana,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Tijuana,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Tijuana,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Tijuana,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Cananea,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Cananea,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Cananea,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Cananea,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Cananea,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Cananea,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Torreón,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Torreón,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,Torreón,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Torreón,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Torreón,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,11,General,Torreón,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,La Paz,,,7.0,7.9,45,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,La Paz,,,8.0,8.9,50,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
Cualquier ingreso,licenciatura,ejecutiva,9,General,La Paz,,,9.0,10.0,55,Fuente: Catálogo Becas activas C3 2026. LICENCIATURA EJECUTIVA NUEVO COSTO BACAEJE2026NI BECA ACADEMICA EJECUTIVA 2026 NI ACADÉMICA 45 A 55% 7 a 10 BACAEJE2026RI BECA ACADEMICA EJECUTIVA 2026 RI ACADÉMICA 45 A 55% 7 a 10 ESTA ES BECA ACADÉMICA NO ES BECA INCREMENTAL
